user,time_stamp,adgroup_id,pid,nonclk,clk
411417,1494217506,102,430539_1007,1,0
411417,1494567644,102,430539_1007,1,0
106567,1494646884,102,430548_1007,1,0
519375,1494124802,102,430539_1007,1,0
1003242,1494163586,102,430539_1007,1,0
476604,1494021349,102,430548_1007,1,0
476604,1494208318,102,430548_1007,1,0
1074427,1494583675,102,430539_1007,1,0
1074427,1494579540,102,430539_1007,1,0
1074406,1494681865,102,430539_1007,1,0
554945,1494655369,102,430539_1007,1,0
476604,1494450814,102,430548_1007,1,0
736458,1494667917,102,430539_1007,1,0
516218,1494347154,102,430539_1007,1,0
516218,1494077267,102,430539_1007,1,0
896511,1494668028,102,430539_1007,1,0
443823,1494287291,102,430548_1007,1,0
909078,1494032664,102,430539_1007,1,0
443823,1494023814,102,430548_1007,1,0
789848,1494424535,102,430539_1007,1,0
557468,1494594306,102,430539_1007,1,0
508986,1494667509,102,430539_1007,1,0
878147,1494002540,102,430539_1007,1,0
878147,1494350720,102,430539_1007,1,0
878147,1494176384,102,430539_1007,1,0
878147,1494597733,102,430539_1007,1,0
569950,1494547966,102,430539_1007,1,0
129852,1494112188,102,430539_1007,1,0
511567,1494566330,102,430548_1007,1,0
239974,1494298267,102,430548_1007,1,0
1074321,1494588735,102,430539_1007,1,0
238493,1494370526,102,430539_1007,1,0
238493,1494565605,102,430539_1007,1,0
864155,1494120822,102,430539_1007,1,0
830436,1494060625,102,430548_1007,1,0
862449,1494225653,102,430539_1007,1,0
745249,1494077612,102,430548_1007,1,0
461795,1494552965,102,430539_1007,1,0
869411,1494374085,102,430539_1007,1,0
869411,1494579666,102,430539_1007,1,0
1112189,1494470410,102,430539_1007,1,0
702203,1494197563,102,430539_1007,1,0
536497,1494221755,102,430539_1007,1,0
900051,1494026653,102,430539_1007,1,0
1062691,1494459801,102,430539_1007,1,0
152178,1494633430,102,430539_1007,1,0
1062691,1494114418,102,430539_1007,1,0
713348,1494329743,102,430539_1007,1,0
419661,1494477921,102,430539_1007,1,0
380014,1494678501,102,430539_1007,1,0
380014,1494290716,102,430539_1007,1,0
797770,1494334783,102,430539_1007,1,0
627181,1494395872,102,430548_1007,1,0
791976,1494322735,102,430539_1007,1,0
791213,1494485729,102,430548_1007,1,0
627181,1494493959,102,430548_1007,1,0
382939,1494391409,102,430539_1007,1,0
627181,1494560547,102,430548_1007,1,0
1123957,1494647975,102,430539_1007,1,0
790208,1494143770,102,430539_1007,1,0
1123957,1494642052,102,430539_1007,1,0
839958,1494390061,102,430548_1007,1,0
839958,1494152980,102,430548_1007,1,0
839958,1494591722,102,430548_1007,1,0
428492,1494509673,102,430539_1007,1,0
428492,1494247856,102,430539_1007,1,0
406491,1494314180,102,430539_1007,1,0
431950,1494506208,102,430548_1007,1,0
1110850,1494301674,102,430548_1007,1,0
369956,1494392468,102,430539_1007,1,0
807377,1494310037,102,430539_1007,1,0
342875,1494612481,102,430548_1007,1,0
283115,1494595705,102,430539_1007,1,0
836341,1494141525,102,430539_1007,1,0
158956,1494486859,102,430548_1007,1,0
512507,1494595300,102,430539_1007,1,0
907005,1494662715,102,430539_1007,1,0
731357,1494128392,102,430539_1007,1,0
1128214,1494153562,102,430548_1007,1,0
158956,1494179150,102,430548_1007,1,0
516276,1494505520,102,430539_1007,1,0
352843,1494403151,102,430539_1007,1,0
843732,1494420431,102,430539_1007,0,1
843732,1494232726,102,430539_1007,1,0
100922,1494296277,102,430539_1007,1,0
100922,1494545995,102,430539_1007,1,0
527897,1494649520,102,430539_1007,1,0
525970,1494215475,102,430539_1007,1,0
525970,1494389173,102,430539_1007,1,0
525970,1494591796,102,430539_1007,1,0
1133427,1494378360,102,430548_1007,1,0
205631,1494584160,102,430548_1007,1,0
811865,1494377073,102,430539_1007,1,0
505565,1494611685,102,430539_1007,1,0
68057,1494090129,102,430539_1007,1,0
68057,1494263727,102,430539_1007,1,0
732031,1494405743,102,430548_1007,1,0
1119,1494214572,102,430539_1007,1,0
1119,1494422018,102,430539_1007,1,0
318668,1494122182,102,430539_1007,1,0
318668,1494317971,102,430539_1007,1,0
1130551,1494380033,102,430539_1007,1,0
317148,1494459725,102,430539_1007,1,0
910221,1494671587,102,430539_1007,1,0
777897,1494669676,102,430539_1007,1,0
725752,1494283713,102,430539_1007,1,0
1076956,1494629534,102,430539_1007,1,0
4472,1494418758,102,430539_1007,1,0
1076956,1494334701,102,430539_1007,0,1
1013976,1494209493,102,430539_1007,1,0
325007,1494119089,102,430539_1007,1,0
825589,1494659140,102,430539_1007,1,0
365614,1494402910,102,430539_1007,1,0
114202,1494469828,102,430548_1007,1,0
113359,1494214629,102,430539_1007,1,0
113359,1494592225,102,430539_1007,1,0
1138886,1494424233,102,430548_1007,1,0
372418,1494060587,102,430539_1007,1,0
496081,1494413841,102,430539_1007,1,0
358193,1494358782,102,430548_1007,1,0
1082184,1494509519,102,430539_1007,1,0
686384,1494575099,102,430539_1007,1,0
686384,1494065595,102,430539_1007,1,0
499468,1494156731,102,430539_1007,1,0
499468,1494462044,102,430539_1007,1,0
358193,1494393953,102,430548_1007,0,1
181613,1494334233,102,430539_1007,1,0
885892,1494109923,102,430548_1007,1,0
107113,1494370668,102,430539_1007,1,0
502776,1494260769,102,430539_1007,1,0
554534,1494165488,102,430539_1007,1,0
502776,1494544551,102,430539_1007,1,0
554534,1494365907,102,430539_1007,1,0
686384,1494299639,102,430539_1007,1,0
599054,1494393875,102,430539_1007,1,0
652336,1494661691,102,430539_1007,1,0
645244,1494588440,102,430539_1007,1,0
1103347,1494323585,102,430539_1007,1,0
812825,1494482173,102,430539_1007,1,0
820713,1494642969,102,430548_1007,1,0
671611,1494635225,102,430539_1007,1,0
624661,1494126331,102,430539_1007,1,0
671611,1494383478,102,430539_1007,1,0
999454,1494506783,102,430548_1007,1,0
624661,1494544773,102,430539_1007,1,0
739960,1494393479,102,430539_1007,1,0
890332,1494649552,102,430539_1007,1,0
744881,1494156774,102,430539_1007,1,0
218857,1494311984,102,430548_1007,1,0
744881,1494464867,102,430539_1007,1,0
124955,1494164503,102,430548_1007,1,0
789775,1494250178,102,430539_1007,1,0
753487,1494066002,102,430539_1007,1,0
1126209,1494241717,102,430539_1007,1,0
1921,1494210706,102,430548_1007,1,0
453886,1494567543,102,430539_1007,1,0
12586,1494147890,102,430548_1007,1,0
282425,1494392589,102,430548_1007,1,0
1026891,1494567006,102,430539_1007,1,0
824609,1494572591,102,430548_1007,1,0
651602,1494154194,102,430539_1007,1,0
729482,1494136124,102,430539_1007,1,0
733946,1494637771,102,430539_1007,1,0
79177,1494157314,102,430539_1007,1,0
1126209,1494066889,102,430539_1007,1,0
925445,1494336078,102,430539_1007,1,0
1062781,1494114301,102,430548_1007,1,0
858191,1494665015,102,430548_1007,1,0
245018,1494148039,102,430539_1007,1,0
794101,1494319053,102,430548_1007,1,0
616451,1494044317,102,430539_1007,1,0
671611,1494438874,102,430539_1007,1,0
176502,1494565412,102,430539_1007,1,0
559706,1494393987,102,430539_1007,1,0
1027298,1494311729,102,430539_1007,1,0
1002263,1494513830,102,430539_1007,0,1
763118,1494022177,102,430539_1007,1,0
922363,1494420763,102,430539_1007,1,0
282425,1494632275,102,430548_1007,1,0
136629,1494573724,102,430548_1007,1,0
190574,1494660744,102,430539_1007,1,0
845154,1494328045,102,430548_1007,1,0
815054,1494509907,102,430539_1007,1,0
137039,1494324464,102,430539_1007,1,0
922363,1494289613,102,430539_1007,1,0
99031,1494146164,102,430539_1007,1,0
1089005,1494591121,102,430539_1007,1,0
976535,1494397719,102,430539_1007,1,0
1002263,1494048663,102,430539_1007,1,0
1002263,1494283887,102,430539_1007,1,0
222809,1494626046,102,430539_1007,1,0
815054,1494251167,102,430539_1007,1,0
779120,1494551281,102,430548_1007,1,0
25026,1494595887,102,430539_1007,1,0
816047,1494415937,102,430539_1007,0,1
779120,1494231153,102,430548_1007,1,0
102199,1494380255,102,430539_1007,1,0
885088,1494145233,102,430539_1007,1,0
868852,1494405657,102,430539_1007,1,0
868852,1494584986,102,430548_1007,1,0
1031322,1494193332,102,430539_1007,0,1
922363,1494111629,102,430539_1007,1,0
750315,1494284332,102,430548_1007,1,0
750652,1494136934,102,430539_1007,1,0
1035168,1494607483,102,430539_1007,1,0
763118,1494235040,102,430539_1007,1,0
95916,1494326188,102,430539_1007,1,0
846106,1494316886,102,430539_1007,1,0
763118,1494412687,102,430539_1007,1,0
1134642,1494002241,102,430539_1007,1,0
254297,1494463737,102,430539_1007,1,0
976535,1494583038,102,430539_1007,1,0
518076,1494077145,102,430539_1007,1,0
824609,1494387648,102,430548_1007,1,0
1131260,1494314052,102,430539_1007,1,0
231019,1494093473,102,430539_1007,1,0
607650,1494159114,102,430539_1007,1,0
813083,1494552337,102,430539_1007,1,0
814327,1494455357,102,430548_1007,1,0
1075007,1494233372,102,430548_1007,1,0
767467,1494160021,102,430539_1007,1,0
521364,1494303015,102,430539_1007,1,0
521453,1494162831,102,430539_1007,1,0
824609,1494252174,102,430548_1007,1,0
802319,1494454668,102,430539_1007,1,0
1090664,1494367365,102,430539_1007,1,0
825280,1494014997,102,430539_1007,1,0
1067505,1494386262,102,430539_1007,1,0
802319,1494214675,102,430539_1007,1,0
640874,1494369917,102,430539_1007,1,0
1056896,1494633143,102,430539_1007,1,0
899672,1494583580,102,430539_1007,1,0
181324,1494233275,102,430539_1007,1,0
628548,1494566019,102,430539_1007,1,0
813083,1494509355,102,430539_1007,1,0
1055711,1494304915,102,430539_1007,1,0
647410,1494595981,102,430539_1007,1,0
641644,1494292123,102,430548_1007,1,0
1055400,1494047015,102,430539_1007,1,0
647404,1494564874,102,430539_1007,1,0
1131260,1494067412,102,430539_1007,1,0
238859,1494326256,102,430539_1007,1,0
418865,1494584431,102,430539_1007,1,0
911406,1494670685,102,430548_1007,1,0
211875,1494577091,102,430548_1007,1,0
651602,1494221657,102,430539_1007,1,0
767467,1494467563,102,430539_1007,1,0
564619,1494363873,102,430548_1007,1,0
566837,1494301477,102,430539_1007,1,0
965271,1494114000,102,430548_1007,1,0
302268,1494149133,102,430539_1007,1,0
871074,1494497083,102,430539_1007,1,0
117836,1494095684,102,430539_1007,1,0
722444,1494575174,102,430548_1007,1,0
208761,1494432342,102,430539_1007,1,0
182601,1494323090,102,430539_1007,1,0
946488,1494567163,102,430539_1007,1,0
603060,1494118388,102,430539_1007,1,0
722444,1494390061,102,430548_1007,1,0
998880,1494487376,102,430539_1007,1,0
79177,1494668266,102,430539_1007,1,0
182139,1494201232,102,430539_1007,1,0
602423,1494197951,102,430548_1007,1,0
1049308,1494418914,102,430548_1007,1,0
1049308,1494204627,102,430548_1007,1,0
1049308,1494583715,102,430548_1007,1,0
603060,1494485046,102,430539_1007,1,0
79177,1494483758,102,430539_1007,1,0
735435,1494562436,102,430539_1007,1,0
606462,1494489136,102,430539_1007,1,0
606462,1494248889,102,430539_1007,1,0
229727,1494672278,102,430539_1007,1,0
671438,1494040939,102,430539_1007,1,0
814327,1494076180,102,430548_1007,1,0
998158,1494046603,102,430548_1007,1,0
998158,1494556105,102,430548_1007,1,0
824609,1494456867,102,430548_1007,1,0
904605,1494684533,102,430539_1007,1,0
757032,1494393969,102,430539_1007,1,0
603060,1494666449,102,430539_1007,1,0
603060,1494292024,102,430539_1007,1,0
566837,1494491037,102,430539_1007,1,0
142288,1494592825,102,430539_1007,1,0
438757,1494056719,102,430539_1007,0,1
771380,1494328356,102,430548_1007,1,0
12102,1494631717,102,430539_1007,1,0
824940,1494463356,102,430539_1007,1,0
964839,1494627795,102,430539_1007,1,0
964839,1494316270,102,430539_1007,1,0
12102,1494458004,102,430539_1007,1,0
791926,1494005629,102,430539_1007,1,0
4482,1494301239,102,430539_1007,1,0
1082611,1494662067,102,430548_1007,1,0
12102,1494250834,102,430539_1007,1,0
988421,1494546896,102,430539_1007,1,0
843747,1494503846,102,430539_1007,1,0
414090,1494582628,102,430539_1007,1,0
794908,1494408299,102,430548_1007,1,0
493959,1494117378,102,430539_1007,1,0
18220,1494477997,102,430539_1007,1,0
745537,1494289536,102,430539_1007,0,1
366721,1494125122,102,430548_1007,1,0
1038054,1494567850,102,430548_1007,1,0
857698,1494568407,102,430539_1007,1,0
937444,1494630302,102,430548_1007,1,0
723686,1494058663,102,430539_1007,1,0
1038054,1494346069,102,430548_1007,1,0
111479,1494382257,102,430539_1007,1,0
840053,1494335210,102,430539_1007,1,0
67767,1494250536,102,430539_1007,1,0
1081554,1494244387,102,430539_1007,1,0
822750,1494577222,102,430539_1007,1,0
1020807,1494149299,102,430539_1007,1,0
387895,1494492292,102,430548_1007,1,0
546837,1494580907,102,430539_1007,0,1
1019474,1494327444,102,430539_1007,1,0
1019474,1494040859,102,430539_1007,1,0
56578,1494395366,102,430539_1007,1,0
820323,1494633748,102,430548_1007,1,0
687241,1494244385,102,430548_1007,1,0
912839,1494487822,102,430539_1007,1,0
585884,1494271641,102,430539_1007,1,0
26063,1494486345,102,430539_1007,1,0
1080982,1494583538,102,430539_1007,1,0
409292,1494504125,102,430548_1007,1,0
451561,1494156400,102,430548_1007,1,0
894945,1494658531,102,430539_1007,1,0
988421,1494674188,102,430539_1007,1,0
884168,1494540893,102,430539_1007,1,0
1008127,1494139628,102,430539_1007,1,0
616857,1494578427,102,430539_1007,1,0
737790,1494655549,102,430539_1007,1,0
125815,1494115190,102,430539_1007,1,0
760598,1494225982,102,430539_1007,1,0
570623,1494150082,102,430539_1007,1,0
115659,1494141445,102,430539_1007,1,0
478059,1494421112,102,430539_1007,0,1
4482,1494117207,102,430539_1007,1,0
494306,1494164631,102,430548_1007,1,0
97734,1494311419,102,430548_1007,1,0
402823,1494660378,102,430548_1007,1,0
1050650,1494062965,102,430548_1007,1,0
10568,1494097961,102,430539_1007,1,0
83112,1494579892,102,430539_1007,1,0
244598,1494543094,102,430548_1007,1,0
828144,1494565998,102,430539_1007,1,0
988937,1494581205,102,430539_1007,1,0
624052,1494330541,102,430539_1007,1,0
824777,1494142181,102,430548_1007,1,0
991561,1494560140,102,430539_1007,1,0
243829,1494539962,102,430539_1007,1,0
590136,1494635706,102,430539_1007,1,0
715224,1494314347,102,430548_1007,1,0
571565,1494079711,102,430539_1007,1,0
560331,1494500642,102,430539_1007,1,0
1078675,1494242856,102,430548_1007,1,0
1078675,1494421404,102,430548_1007,1,0
836386,1494165380,102,430539_1007,1,0
284964,1494202336,102,430548_1007,1,0
980779,1494508560,102,430539_1007,1,0
799542,1494368000,102,430539_1007,1,0
87704,1494672482,102,430539_1007,1,0
682255,1494076109,102,430539_1007,1,0
254267,1494161720,102,430539_1007,1,0
304352,1494641998,102,430539_1007,1,0
26543,1494398518,102,430539_1007,1,0
305803,1494670680,102,430539_1007,1,0
906990,1494607154,102,430539_1007,1,0
230747,1494193826,102,430548_1007,1,0
783381,1494501714,102,430539_1007,1,0
1009529,1494582519,102,430539_1007,1,0
1122493,1494544665,102,430539_1007,1,0
906990,1494348097,102,430539_1007,1,0
57850,1494593456,102,430548_1007,1,0
314424,1494228830,102,430539_1007,1,0
753549,1494506236,102,430539_1007,1,0
522687,1494509986,102,430539_1007,1,0
1050650,1494475515,102,430548_1007,1,0
675344,1494656730,102,430548_1007,1,0
1127785,1494043965,102,430539_1007,1,0
831706,1494141428,102,430539_1007,1,0
268785,1494564254,102,430539_1007,1,0
594046,1494289595,102,430539_1007,1,0
182766,1494604861,102,430539_1007,1,0
755178,1494394113,102,430539_1007,1,0
866907,1494141389,102,430548_1007,1,0
865699,1494661984,102,430539_1007,1,0
240230,1494239401,102,430548_1007,1,0
244391,1494591087,102,430548_1007,1,0
412772,1494558107,102,430539_1007,1,0
412772,1494548887,102,430539_1007,1,0
244391,1494319295,102,430548_1007,1,0
412772,1494561463,102,430539_1007,1,0
606954,1494165927,102,430539_1007,1,0
413978,1494238589,102,430539_1007,1,0
824940,1494400788,102,430539_1007,1,0
179803,1494077673,102,430548_1007,1,0
1058199,1494505243,102,430548_1007,1,0
981520,1494496934,102,430539_1007,1,0
603972,1494474148,102,430548_1007,1,0
880127,1494491555,102,430539_1007,1,0
1012217,1494163794,102,430539_1007,1,0
682662,1494145230,102,430539_1007,1,0
36092,1494293951,102,430539_1007,1,0
36092,1494685176,102,430539_1007,1,0
603972,1494131389,102,430548_1007,1,0
1046619,1494609962,102,430539_1007,1,0
821099,1494476523,102,430539_1007,0,1
1137518,1494198041,102,430539_1007,0,1
811053,1494148127,102,430539_1007,1,0
843823,1494129577,102,430539_1007,1,0
1137518,1494379093,102,430539_1007,1,0
1137518,1494632210,102,430539_1007,1,0
55231,1494679359,102,430548_1007,1,0
1055203,1494458221,102,430539_1007,1,0
904435,1494653228,102,430548_1007,1,0
843823,1494574728,102,430539_1007,1,0
1120709,1494510623,102,430548_1007,1,0
746042,1494583505,102,430548_1007,0,1
534477,1494589239,102,430539_1007,1,0
32329,1494033267,102,430539_1007,1,0
151599,1494661321,102,430539_1007,1,0
554747,1494194263,102,430548_1007,1,0
1118435,1494502499,102,430539_1007,1,0
867860,1494592769,102,430548_1007,1,0
438002,1494638474,102,430539_1007,1,0
438002,1494075217,102,430539_1007,1,0
1118435,1494069570,102,430539_1007,1,0
735763,1494026225,102,430548_1007,1,0
796262,1494368560,102,430539_1007,1,0
796262,1494036726,102,430539_1007,1,0
1113558,1494675823,102,430539_1007,1,0
1113558,1494124969,102,430539_1007,1,0
1118435,1494251391,102,430539_1007,1,0
825935,1494223085,102,430548_1007,1,0
229,1494634801,102,430539_1007,1,0
853436,1494387285,102,430539_1007,1,0
488094,1494671420,102,430539_1007,1,0
1097601,1494474507,102,430548_1007,1,0
449770,1494234662,102,430539_1007,1,0
695747,1494684664,102,430539_1007,1,0
982366,1494403131,102,430548_1007,1,0
867860,1494436180,102,430548_1007,1,0
982366,1494638069,102,430548_1007,1,0
751544,1494425831,102,430548_1007,1,0
1134232,1494559829,102,430539_1007,1,0
508031,1494375748,102,430539_1007,1,0
508031,1494548776,102,430539_1007,1,0
769032,1494577595,102,430548_1007,1,0
608393,1494657048,102,430539_1007,1,0
278024,1494219920,102,430539_1007,1,0
300168,1494617870,102,430539_1007,1,0
648921,1494162123,102,430539_1007,1,0
672109,1494052189,102,430539_1007,1,0
730637,1494414874,102,430539_1007,1,0
686996,1494207179,102,430539_1007,1,0
1089221,1494193968,102,430539_1007,1,0
1089221,1494666763,102,430539_1007,1,0
544251,1494550060,102,430548_1007,1,0
699414,1494402075,102,430539_1007,1,0
782996,1494056176,102,430548_1007,1,0
48422,1494242416,102,430548_1007,1,0
825935,1494248798,102,430539_1007,1,0
24825,1494129332,102,430539_1007,1,0
782996,1494425132,102,430548_1007,1,0
279799,1494390135,102,430539_1007,1,0
699414,1494145078,102,430539_1007,1,0
1114740,1494173482,102,430539_1007,1,0
1139750,1494273283,102,430539_1007,1,0
825935,1494586223,102,430548_1007,1,0
201113,1494309454,102,430539_1007,1,0
1126359,1494022408,102,430539_1007,1,0
1030522,1494561308,102,430539_1007,1,0
1074722,1494070743,102,430539_1007,1,0
281631,1494399292,102,430539_1007,1,0
1029530,1494140152,102,430539_1007,1,0
852488,1494628184,102,430539_1007,1,0
830728,1494581165,102,430539_1007,1,0
460500,1494459185,102,430539_1007,1,0
756713,1494210191,102,430539_1007,1,0
669680,1494567054,102,430539_1007,1,0
19321,1494224081,102,430539_1007,1,0
220734,1494031071,102,430548_1007,1,0
673919,1494157772,102,430539_1007,1,0
756713,1494546373,102,430539_1007,1,0
220734,1494385287,102,430548_1007,1,0
220734,1494210319,102,430548_1007,1,0
225158,1494463052,102,430539_1007,1,0
460500,1494075500,102,430539_1007,1,0
742030,1494159664,102,430539_1007,1,0
742030,1494466735,102,430539_1007,1,0
142820,1494319424,102,430539_1007,1,0
587277,1494578975,102,430539_1007,1,0
122893,1494311323,102,430548_1007,1,0
234105,1494581832,102,430539_1007,1,0
234105,1494374016,102,430539_1007,1,0
1003576,1494643820,102,430539_1007,1,0
887940,1494582224,102,430539_1007,1,0
1071683,1494131719,102,430539_1007,1,0
160155,1494212958,102,430539_1007,1,0
436875,1494284053,102,430539_1007,1,0
436875,1494465167,102,430539_1007,1,0
270100,1494156924,102,430539_1007,1,0
270100,1494332349,102,430539_1007,0,1
1083632,1494026763,102,430548_1007,1,0
8639,1494143940,102,430539_1007,1,0
866203,1494372688,102,430548_1007,1,0
860101,1494677968,102,430539_1007,1,0
559061,1494592930,102,430539_1007,1,0
779976,1494646394,102,430539_1007,1,0
779976,1494437884,102,430539_1007,1,0
529648,1494582539,102,430548_1007,1,0
1023333,1494079716,102,430539_1007,1,0
238020,1494591403,102,430539_1007,1,0
727720,1494399309,102,430539_1007,1,0
727720,1494405621,102,430539_1007,1,0
575836,1494333722,102,430548_1007,1,0
