adgroup_id,cate_id,campaign_id,customer,brand,price
531285,4289,23071,234,454237.0,900.0
594054,4289,23071,234,454237.0,959.0
395727,6421,349024,238,41973.0,248.0
336125,4292,158864,240,310990.0,288.0
729423,4292,101137,240,310990.0,399.0
410916,4292,215013,240,310990.0,299.0
807666,4384,191139,242,247789.0,50.0
600612,4384,178860,242,252916.0,50.0
672152,4384,171130,242,247789.0,50.0
569278,4384,175447,242,309664.0,50.0
22190,4853,20635,245,374956.0,138.0
127458,7208,255058,246,412664.0,396.0
127970,7208,255058,246,412664.0,536.0
124932,7208,255058,246,412664.0,116.0
123032,7208,230195,246,412664.0,216.0
313691,7214,84092,246,412664.0,76.0
338444,7208,230195,246,412664.0,96.0
115162,7208,230195,246,412664.0,178.0
329454,7208,84092,246,412664.0,76.0
342020,7208,84092,246,412664.0,198.0
115912,7208,230195,246,412664.0,69.0
127972,7208,255058,246,412664.0,48.0
127754,7208,255058,246,412664.0,128.0
118438,7208,230195,246,412664.0,158.0
177568,7885,268106,248,97639.0,58.9
177117,7885,268106,248,97639.0,33.9
176970,7885,268106,248,287861.0,38.0
177552,1456,268106,248,21896.0,48.0
302520,6338,227403,254,37679.0,56.33
111839,6338,235256,254,37679.0,22.0
439537,5480,347231,255,56409.0,236.0
450840,5480,347231,255,56409.0,316.0
439467,5490,347231,255,56409.0,132.0
439439,5480,347231,255,56409.0,258.0
450930,5485,347231,255,277482.0,258.0
12349,7431,155597,259,201897.0,198.0
101884,5357,180779,259,201897.0,453.0
517602,8861,290479,262,66897.0,544.0
261308,6136,309291,268,256519.0,9.0
258103,6136,309291,268,256519.0,2.7
49059,7340,105868,269,114977.0,238.0
45575,7211,105868,269,114977.0,596.0
47833,7211,105868,269,114977.0,730.0
35607,7230,84196,271,257328.0,27.2
42830,6261,83855,278,453970.0,320.0
326914,4254,400510,299,31292.0,3199.0
275754,10142,401169,299,49903.0,3800.0
138011,10142,400495,299,100456.0,2969.0
318993,4254,136486,299,31292.0,6000.0
209988,10142,401169,299,49903.0,4400.0
139695,4254,137280,299,117932.0,1429.0
22454,649,84384,301,414733.0,145.0
87105,4721,75721,302,12234.0,158.0
15521,4553,84412,309,353787.0,268.0
43990,4282,84421,310,445747.0,260.0
91744,7671,84456,317,268739.0,48.0
846297,9929,216765,319,243844.0,370.0
100885,4810,216765,319,243844.0,80.0
3755,4810,175117,319,234598.0,60.0
19864,4385,407603,322,159018.0,25.0
439622,4385,227444,322,159018.0,58.0
29253,12845,22351,323,387861.0,180.0
166848,4617,84496,325,95447.0,46.0
409033,4614,84496,325,95447.0,48.0
34633,912,84496,325,95447.0,155.0
409160,124,84496,325,95447.0,78.0
35169,4614,84496,325,95447.0,158.0
166891,912,84496,325,95447.0,218.0
431017,4616,84496,325,95447.0,68.0
610962,4617,84496,325,95447.0,78.0
34553,912,84496,325,95447.0,128.0
34523,5232,84496,325,95447.0,108.0
56570,5232,84496,325,95447.0,248.0
34554,912,84496,325,95447.0,85.0
169431,5232,84496,325,95447.0,228.0
839743,4617,345682,325,95447.0,45.0
421340,912,345682,325,95447.0,155.0
34499,912,84496,325,95447.0,198.0
35086,124,84496,325,95447.0,75.0
35164,124,84496,325,95447.0,88.0
35166,5232,84496,325,95447.0,208.0
843017,912,345682,325,95447.0,175.0
277193,4359,105809,326,188220.0,1398.0
276728,5289,197001,327,242959.0,180.8
71204,8004,170519,332,23120.0,239.0
2884,8004,417125,332,23120.0,155.0
2790,7998,139138,332,23120.0,159.0
2791,8004,139138,332,23120.0,249.0
239366,11586,84536,334,184451.0,540.0
256963,11586,84536,334,85254.0,420.0
470657,45,84584,340,141605.0,108.0
20295,45,84584,340,141605.0,49.0
236805,45,84584,340,141605.0,31.0
317977,6416,11019,350,140972.0,198.0
68556,4321,150188,351,441963.0,239.0
664279,6261,380196,352,269842.0,258.0
509446,4301,346542,359,192009.0,299.0
89970,6294,176797,360,86834.0,1159.0
126964,6142,93485,366,249992.0,460.0
550702,6142,93485,366,249992.0,460.0
450386,6142,84673,366,249992.0,330.0
243127,6142,248491,366,249992.0,460.0
637942,6142,344095,366,249992.0,460.0
104639,6142,93485,366,249992.0,460.0
191673,4385,248491,366,249992.0,460.0
463050,6142,386934,366,249992.0,460.0
500425,6142,386934,366,249992.0,460.0
193764,6142,138838,366,249992.0,460.0
679092,4385,93485,366,249992.0,460.0
54814,9019,140941,369,7498.0,980.0
387217,12,138584,369,101461.0,598.0
115573,4730,152384,369,85289.0,7000.0
123658,4730,84686,369,203681.0,19980.0
405634,161,84714,376,349743.0,13.0
653221,161,84714,376,223560.0,2.0
435671,161,84714,376,452093.0,15.0
424141,161,84714,376,218541.0,10.0
760506,5166,303511,381,188059.0,254.0
796780,5166,88941,381,188059.0,254.0
586505,5166,81209,381,188059.0,319.0
381572,4290,61923,381,335394.0,339.0
454736,5166,72080,381,188059.0,415.0
200961,1624,159497,388,377271.0,60.0
263825,1624,159497,388,377271.0,11.0
497108,4282,108029,392,441757.0,189.0
248792,4282,251557,392,441757.0,268.0
610305,4282,416805,392,441757.0,189.0
326710,4283,102443,392,441757.0,199.0
729964,4282,416805,392,441757.0,189.0
189258,4282,251557,392,441757.0,228.0
667657,4282,416805,392,441757.0,169.0
329383,8111,394982,397,212639.0,256.0
245179,8112,84845,397,212639.0,178.0
338786,8111,414394,397,212639.0,256.0
639545,6261,338904,398,373449.0,82.0
108375,6251,84870,402,98093.0,102.0
201125,9685,14957,403,62157.0,146.0
540943,5855,354128,410,306812.0,1299.0
94122,8924,201514,415,188056.0,430.0
682741,6426,202608,420,370418.0,388.0
410376,6423,205270,420,191837.0,488.0
364603,6423,205917,420,191837.0,460.0
845183,6423,205270,420,344909.0,388.0
773024,6423,84994,420,293023.0,388.0
820558,4505,180907,421,104749.0,198.0
646778,4505,144086,421,104749.0,188.0
628743,4505,179161,421,104749.0,198.0
662527,4505,173245,421,104749.0,218.0
101897,7248,403744,423,388292.0,112.0
56736,8794,403503,423,165628.0,48.0
121361,7655,823,437,353787.0,53.0
432518,5464,196118,441,391275.0,80.0
190381,5464,4470,441,391275.0,130.0
6055,5522,395295,442,136564.0,630.0
846750,4554,85130,442,136564.0,895.0
81512,5521,395416,442,136564.0,8.0
17876,9976,395416,442,136564.0,2850.0
572458,10065,265364,444,122819.0,9.8
572416,10065,265364,444,410506.0,2.8
401290,5504,85175,448,104308.0,400.0
46321,10287,85522,452,26854.0,3.5
34134,10294,85522,452,75413.0,4.5
286976,11292,386080,455,61561.0,700.0
553199,9060,40140,457,295753.0,28.0
500315,6251,363158,461,176096.0,49.0
657253,7214,89128,462,105646.0,68.0
676541,7214,89128,462,105646.0,29.0
278608,10488,164672,471,190049.0,436.0
191947,10488,164672,471,190049.0,598.0
66452,10488,166476,471,190049.0,320.0
150361,1608,167450,471,190049.0,352.0
51806,10488,101310,471,190049.0,298.0
181750,10261,138936,479,456771.0,42.0
23403,9093,102500,484,239322.0,41.0
35057,9093,102500,484,327458.0,40.0
3802,9093,102500,484,120194.0,26.0
846578,9093,102500,484,33005.0,55.0
330595,9742,304099,497,446739.0,399.0
96961,4551,102558,497,446739.0,260.0
672959,4307,102558,497,353787.0,2800.0
189498,4593,209076,497,316735.0,108.0
530141,9459,102558,497,353787.0,3900.0
791168,4505,47461,498,314777.0,198.0
791101,6142,47461,498,392840.0,248.0
628071,4520,366629,500,35422.0,153.0
16241,5852,102589,504,89537.0,345.0
36228,5852,102589,504,100456.0,448.0
32402,5852,102589,504,50727.0,128.0
36056,5852,102589,504,50727.0,128.0
208824,5855,287583,507,98452.0,268.0
71848,5855,178372,507,98452.0,269.0
785775,6281,187784,514,24538.0,198.0
761035,6281,187784,514,24538.0,88.0
488839,4292,162904,515,377957.0,139.0
626084,4292,418950,515,377957.0,469.0
558801,4292,418411,515,377957.0,298.0
571218,4292,134856,515,377957.0,198.0
618343,4292,112184,515,377957.0,139.0
627241,4292,98907,515,377957.0,249.0
476210,4292,418411,515,377957.0,249.0
596589,4292,418411,515,377957.0,258.0
555625,4292,162904,515,377957.0,179.0
697391,4292,152605,515,377957.0,508.0
661591,4292,102624,515,377957.0,139.0
600864,4292,162913,515,377957.0,229.0
653394,4292,112647,515,377957.0,219.0
439281,4292,101326,515,377957.0,159.0
653137,4292,98907,515,377957.0,308.0
595001,4292,98907,515,377957.0,258.0
666225,4292,101326,515,377957.0,139.0
575697,4292,418411,515,377957.0,279.0
575693,4292,418411,515,377957.0,748.0
543914,4292,418223,515,377957.0,159.0
580571,4292,418950,515,377957.0,429.0
451370,4292,104686,515,377957.0,219.0
653879,4292,102136,515,377957.0,239.0
565732,4292,152662,515,377957.0,259.0
633232,4292,102136,515,377957.0,239.0
193143,4292,162904,515,377957.0,169.0
438509,4292,162904,515,377957.0,219.0
348621,4292,103023,515,377957.0,259.0
600515,4292,418411,515,377957.0,328.0
711895,4292,162904,515,377957.0,179.0
796406,4292,98907,515,377957.0,319.0
610941,4292,102624,515,377957.0,219.0
436326,4292,101326,515,377957.0,139.0
555686,4292,162904,515,377957.0,139.0
598787,4292,102136,515,377957.0,139.0
626279,4292,148810,515,377957.0,329.0
771966,4292,101326,515,377957.0,179.0
519367,7218,150922,517,148472.0,29.8
248767,4596,102749,539,386941.0,150.0
257391,4596,102749,539,386941.0,150.0
278212,4595,102749,539,386941.0,56.0
645648,4595,206772,539,386941.0,51.0
248953,6340,274628,551,420236.0,199.0
92064,6340,407536,551,230615.0,589.0
164225,10101,102804,552,184688.0,15.0
49571,9116,137168,558,365121.0,15.0
49578,9115,137168,558,245242.0,205.0
49561,7208,137168,558,374805.0,69.0
49952,7207,137168,558,365121.0,39.0
50357,7207,137168,558,365121.0,39.0
49579,9116,137168,558,365121.0,72.0
49959,9115,137168,558,245242.0,198.0
29884,10456,102832,572,353787.0,38.8
21170,7339,102833,573,454237.0,119.6
82756,10536,191000,574,361467.0,68.0
548343,6508,148320,583,243338.0,198.0
264057,10979,157013,585,450386.0,136.0
400039,6200,396342,586,273582.0,598.0
523023,6200,396342,586,273582.0,389.0
96826,6241,182384,590,69808.0,35.0
693850,9455,139627,594,126782.0,8372.5
527425,4541,176411,594,126782.0,10997.0
626937,4551,135287,594,126782.0,3900.0
190872,9455,139627,594,126782.0,6700.0
667130,9687,139628,594,126782.0,13105.0
171384,9687,139628,594,126782.0,7575.0
185740,7635,61797,594,126782.0,4700.0
753686,7762,135287,594,126782.0,5950.0
150138,4541,61797,594,126782.0,6497.5
364687,9688,199850,594,126782.0,16150.0
548837,9687,139628,594,126782.0,9450.0
502991,4551,135287,594,126782.0,3950.0
166764,9688,199850,594,126782.0,5450.0
195326,9687,139628,594,126782.0,9200.0
435698,4541,176411,594,126782.0,7450.0
218001,9687,199850,594,126782.0,13110.0
144320,9687,139628,594,126782.0,10500.0
750679,9457,139627,594,126782.0,6697.5
701335,4505,174667,597,350706.0,128.0
736013,6421,165296,601,359860.0,198.0
763875,6421,165296,601,166399.0,198.0
619212,7205,104907,604,186516.0,39.8
120865,7205,104907,604,359860.0,25.0
454851,5920,136250,607,83814.0,350.0
184281,5920,102880,607,83814.0,350.0
48950,591,102880,607,83814.0,85.0
32897,5920,102880,607,83814.0,490.0
49340,5920,77314,607,83814.0,235.0
45379,591,136250,607,83814.0,170.0
20379,5920,400845,607,83814.0,235.0
31426,5920,102880,607,332575.0,396.0
30973,5920,136250,607,332575.0,396.0
430571,5920,417257,607,83814.0,147.5
817534,4312,5541,614,60481.0,658.0
22852,4612,3232,614,60481.0,299.0
241519,4612,2297,614,60481.0,1190.0
225732,9824,102910,629,317571.0,680.0
277737,9824,157620,629,416006.0,58.0
198859,303,135507,632,361173.0,39.0
217771,303,290818,632,361173.0,39.0
34772,9852,135507,632,333122.0,33.0
34635,883,140764,632,60462.0,95.0
183026,883,102913,632,60462.0,139.0
34770,883,135507,632,60462.0,65.0
52169,9934,135507,632,210189.0,25.0
245003,883,140764,632,60462.0,49.0
34588,6040,140764,632,60462.0,45.0
186860,6040,140764,632,60462.0,62.0
261876,6040,140764,632,60462.0,55.0
35964,883,140764,632,60462.0,125.0
34805,10428,140764,632,390411.0,75.0
34861,5504,135507,632,122070.0,38.0
39271,883,140764,632,301526.0,59.0
183984,883,140764,632,301526.0,69.0
393633,7897,140764,632,437463.0,22.8
183573,883,135507,632,301526.0,45.0
34623,883,140764,632,301526.0,53.0
34606,9852,140764,632,124905.0,115.0
574064,6737,72346,634,391807.0,338.0
429119,6737,72346,634,220468.0,396.0
830111,4520,27488,638,402342.0,56.0
447318,6255,102927,642,455167.0,9.9
486762,6410,136929,642,222030.0,22.0
89820,6410,134729,644,21324.0,69.0
491592,6241,134729,644,32699.0,98.0
596683,6406,134248,644,15975.0,89.0
96509,2254,102949,649,95766.0,98.0
127623,2254,127125,649,95766.0,98.0
195911,6412,102959,653,44616.0,319.0
332985,6412,399894,654,144106.0,220.0
313173,1101,102960,654,333084.0,199.0
303367,1101,102960,654,333084.0,299.0
73717,648,102960,654,144106.0,128.0
203546,311,277064,655,450264.0,331.88
411736,122,102980,658,211037.0,18.0
113528,8954,135357,664,273582.0,98.0
458300,11089,103008,674,613.0,68.0
835696,856,121454,675,416410.0,39.9
793300,7146,120362,675,416414.0,25.0
680154,6952,113468,675,416414.0,26.0
719709,6952,113468,675,416414.0,28.0
45289,6952,15016,675,416414.0,25.0
397926,7211,342526,676,373899.0,9.9
393305,11467,342526,676,373899.0,9.9
376599,11467,77962,676,373899.0,9.9
395930,11467,342454,676,373899.0,16.8
245791,7339,420541,676,373899.0,17.8
530188,7341,346697,676,361467.0,9.9
280028,11467,391706,676,373899.0,16.8
588296,7339,368168,676,321803.0,11.9
412490,11467,342454,676,373899.0,9.9
493527,7339,355010,676,270824.0,9.9
646682,7205,365036,676,321803.0,9.9
260923,11467,391706,676,342533.0,12.8
253637,11467,63887,676,342533.0,12.8
245777,7211,103009,676,342533.0,9.9
69007,4732,103018,683,126368.0,40.0
65425,4732,103018,683,126368.0,18.0
581456,5957,164012,684,115565.0,1180.0
554651,6300,164012,684,115565.0,1198.0
513118,1665,164012,684,115565.0,1398.0
84912,9445,139582,688,334586.0,78.0
97192,4302,206460,691,116239.0,180.0
15138,4708,103031,696,182556.0,188.0
34,1607,103033,697,351548.0,316.0
4311,562,103064,715,449995.0,38.0
603392,10758,167888,716,200053.0,308.0
216416,10758,192395,716,200053.0,268.0
80310,10758,413650,716,200053.0,268.0
12906,912,103083,720,249149.0,21.0
16024,4280,103085,723,176394.0,55.0
21060,6261,214667,723,385663.0,49.0
818367,4280,137861,725,375402.0,238.0
832951,4284,137861,725,375402.0,268.0
844072,4282,137861,725,375402.0,258.0
661530,5957,95830,725,375402.0,308.0
830807,6261,95830,725,375402.0,208.0
743206,6261,95830,725,375402.0,378.0
421426,5515,137861,725,375402.0,98.0
696449,5957,137861,725,375402.0,308.0
743372,6261,95830,725,375402.0,308.0
804392,6261,95830,725,375402.0,308.0
780802,6261,95830,725,375402.0,288.0
830861,6261,95830,725,375402.0,238.0
533075,6261,137861,725,375402.0,288.0
804401,562,95830,725,375402.0,228.0
319898,4284,137861,725,375402.0,398.0
830853,4284,95830,725,375402.0,318.0
227615,4284,137861,725,375402.0,388.0
395363,6300,95830,725,375402.0,478.0
225359,5956,137861,725,375402.0,598.0
648909,6261,137861,725,375402.0,318.0
600480,6261,137861,725,375402.0,378.0
328404,6300,95830,725,375402.0,368.0
480563,6421,95830,725,375402.0,188.0
804394,4281,95830,725,375402.0,168.0
244021,5515,137861,725,375402.0,108.0
560987,6300,137861,725,375402.0,298.0
267242,5956,137861,725,375402.0,538.0
339782,4280,137861,725,375402.0,368.0
492894,10834,103086,726,366713.0,139.0
559196,6261,103087,728,93697.0,658.0
316609,6261,103087,728,93697.0,798.0
589138,1101,134543,729,257977.0,138.0
471764,6412,134543,729,275399.0,599.0
491154,6412,134543,729,275399.0,399.0
471886,6412,134543,729,275399.0,319.0
