user,time_stamp,btag,cate,brand
436581,1493815246,pv,4587,158673
436581,1493815237,pv,4587,158673
436581,1493813024,pv,4587,158673
436581,1493803426,pv,4587,158673
436581,1493813051,pv,4587,158673
436581,1493813166,pv,4587,158673
436581,1493803451,cart,4587,158673
463987,1493810841,pv,11776,360631
626683,1493778865,pv,11776,360631
626683,1493778762,pv,11776,360631
626683,1493778721,pv,11776,360631
1056145,1493798925,pv,6982,426734
511672,1493786184,pv,6982,426734
511672,1493786222,fav,6982,426734
1128587,1493818414,pv,5308,81744
967189,1493775777,pv,1101,16141
967189,1493775774,pv,1101,16141
710916,1493785524,pv,1956,324341
1120007,1493780640,pv,1956,324341
661926,1493799369,pv,11311,5416
1031685,1493822787,pv,7743,195655
1031685,1493822785,pv,7743,195655
979621,1493744248,pv,5744,321326
979621,1493744187,pv,5744,321326
763011,1493822515,pv,5744,321326
774354,1493742626,pv,5744,321326
774354,1493742592,pv,5744,321326
774354,1493742612,pv,5744,321326
591909,1493814087,pv,5744,321326
187431,1493822170,pv,5744,321326
876901,1493797178,pv,7621,104107
876901,1493797679,pv,7621,104107
1076168,1493817671,pv,9295,46390
265046,1493811538,pv,6099,186438
619453,1493814149,pv,4778,12908
619453,1493814146,pv,4778,12908
619453,1493814163,pv,4778,12908
619453,1493814145,cart,4778,12908
174801,1493814238,pv,7014,52661
174801,1493814239,pv,7014,52661
174801,1493814208,pv,7014,52661
1056054,1493816589,pv,278,68561
1043734,1493795506,pv,7205,167727
1043734,1493796257,pv,7205,167727
1043734,1493796180,pv,7205,167727
1043734,1493796115,pv,7205,167727
1043734,1493796275,pv,7205,167727
1136751,1493826124,pv,7205,167727
57178,1493744427,pv,7205,167727
699269,1493808444,pv,7205,167727
141353,1493824584,pv,7205,167727
602231,1493816462,pv,7205,167727
127524,1493826608,pv,7205,167727
119424,1493824016,pv,7205,167727
108195,1493825761,pv,7205,167727
80024,1493780760,pv,7205,167727
80024,1493781598,pv,7205,167727
533658,1493809078,pv,7205,167727
127524,1493826608,fav,7205,167727
738740,1493802165,pv,5464,264936
1068994,1493788861,pv,541,76223
907919,1493791830,pv,5494,20913
1054035,1493780560,pv,1157,305868
1054035,1493780548,pv,1157,305868
1054035,1493780535,pv,1157,305868
1054035,1493780522,pv,1157,305868
1054035,1493780512,pv,1157,305868
1054035,1493780498,pv,1157,305868
1054035,1493780489,pv,1157,305868
1054035,1493780488,pv,1157,305868
1054035,1493780478,pv,1157,305868
1054035,1493780454,pv,1157,305868
1054035,1493780441,pv,1157,305868
1054035,1493780433,pv,1157,305868
1054035,1493780406,pv,1157,305868
1054035,1493780404,pv,1157,305868
1054035,1493780378,pv,1157,305868
963496,1493822762,pv,9460,316040
963496,1493822785,pv,9460,316040
1023869,1493765344,pv,9460,316040
152864,1493743362,pv,9460,316040
848967,1493768758,cart,9460,316040
166634,1493820449,pv,9460,316040
166634,1493819555,pv,9460,316040
166634,1493818525,pv,9460,316040
848967,1493768752,pv,9460,316040
848967,1493770413,pv,9460,316040
848967,1493768997,pv,9460,316040
848967,1493768553,pv,9460,316040
848967,1493768545,pv,9460,316040
848967,1493768531,pv,9460,316040
848967,1493768420,pv,9460,316040
186025,1493747849,pv,9460,316040
389090,1493819667,pv,12292,185043
519687,1493807542,pv,4521,79846
220472,1493781822,pv,4521,79846
871435,1493820952,pv,4533,229227
871435,1493820924,pv,4533,229227
871435,1493820918,pv,4533,229227
660425,1493754987,pv,4533,229227
1111848,1493747053,pv,6208,454006
479767,1493787099,pv,989,336647
618705,1493782521,pv,2210,242696
747642,1493815752,pv,2210,242696
181522,1493803266,pv,2210,242696
628854,1493781424,buy,4262,370203
623496,1493810730,buy,4262,370203
82683,1493751535,pv,5343,412044
553191,1493822249,pv,5343,412044
878767,1493809940,pv,5493,306908
1075576,1493800229,pv,9456,216365
585711,1493791582,pv,7001,391378
269576,1493812447,pv,1316,212250
842856,1493779782,pv,6371,313471
850057,1493751508,pv,7208,289629
203542,1493809161,pv,7208,289629
44083,1493790201,pv,7208,289629
44083,1493790196,pv,7208,289629
44083,1493790200,pv,7208,289629
44083,1493789856,pv,7208,289629
44083,1493789877,pv,7208,289629
924969,1493794247,pv,7208,289629
637394,1493821859,pv,7208,289629
637394,1493822691,pv,7208,289629
519298,1493744563,pv,7208,289629
519298,1493744511,pv,7208,289629
983202,1493780393,pv,7208,289629
983202,1493780392,pv,7208,289629
983202,1493780322,pv,7208,289629
560093,1493774034,pv,7208,289629
44083,1493790199,fav,7208,289629
865632,1493773453,pv,7208,289629
785643,1493822932,pv,6412,96483
785643,1493822950,pv,6412,96483
785643,1493822952,pv,6412,96483
785643,1493822948,pv,6412,96483
785643,1493822939,pv,6412,96483
785643,1493822937,pv,6412,96483
785643,1493822934,pv,6412,96483
295555,1493825009,pv,849,61010
2846,1493816476,pv,7270,377419
2846,1493816291,pv,7270,377419
2846,1493816396,pv,7270,377419
2846,1493816400,pv,7270,377419
2846,1493816424,pv,7270,377419
2846,1493816475,pv,7270,377419
2846,1493816479,pv,7270,377419
926752,1493811596,pv,7270,377419
916699,1493790952,pv,7270,377419
213144,1493807506,pv,7270,377419
213144,1493807046,pv,7270,377419
213144,1493806411,pv,7270,377419
213144,1493806896,pv,7270,377419
662193,1493798733,pv,7270,377419
539447,1493777609,pv,7270,377419
417381,1493817818,pv,7270,377419
417381,1493817819,pv,7270,377419
417381,1493817814,pv,7270,377419
450395,1493776289,pv,509,124119
470119,1493792523,pv,2772,297106
470119,1493808563,pv,2772,297106
470119,1493799356,pv,2772,297106
470119,1493799022,pv,2772,297106
470119,1493799004,pv,2772,297106
470119,1493798627,pv,2772,297106
470119,1493797023,pv,2772,297106
470119,1493794392,pv,2772,297106
470119,1493791586,pv,2772,297106
470119,1493791761,pv,2772,297106
470119,1493793743,pv,2772,297106
470119,1493793428,pv,2772,297106
470119,1493793302,pv,2772,297106
470119,1493792616,pv,2772,297106
470119,1493792115,pv,2772,297106
1056668,1493770733,pv,4262,370203
528441,1493824087,pv,4377,139797
634190,1493816879,pv,6406,111867
766094,1493774472,pv,6406,111867
187286,1493821054,pv,6406,111867
1120493,1493805777,pv,12286,442716
190299,1493817102,pv,4532,106461
845852,1493814127,pv,6080,189858
992292,1493791271,pv,5899,413172
992292,1493791299,pv,5899,413172
992292,1493791303,pv,5899,413172
992292,1493791312,pv,5899,413172
992292,1493791314,pv,5899,413172
992292,1493791323,pv,5899,413172
992292,1493791328,pv,5899,413172
992292,1493791333,pv,5899,413172
992292,1493791253,pv,5899,413172
992292,1493791533,pv,5899,413172
992292,1493791289,pv,5899,413172
967450,1493797498,pv,6040,60462
790536,1493796173,pv,8047,295419
102298,1493792475,pv,7208,208775
1089403,1493782185,pv,7208,208775
852775,1493798337,pv,7208,208775
852775,1493798313,pv,7208,208775
852775,1493798375,pv,7208,208775
852775,1493798343,pv,7208,208775
383658,1493778249,pv,5181,60462
678445,1493804466,pv,5154,403155
802458,1493780024,pv,5154,403155
712468,1493789160,pv,4253,110801
712468,1493789138,pv,4253,110801
505039,1493791762,pv,9390,347564
612859,1493792067,pv,9390,347564
861017,1493809768,pv,9390,347564
840996,1493824208,pv,9390,347564
840996,1493824193,pv,9390,347564
1105062,1493768958,pv,9390,347564
432899,1493807988,pv,9390,347564
1105062,1493769046,pv,9390,347564
1105062,1493769004,pv,9390,347564
1105062,1493769000,pv,9390,347564
1105062,1493768971,pv,9390,347564
293759,1493800538,pv,9390,347564
578739,1493815977,pv,9390,347564
578739,1493816117,pv,9390,347564
420528,1493822868,pv,9390,347564
690136,1493799486,pv,9390,347564
529381,1493799664,pv,9390,347564
529381,1493799725,pv,9390,347564
876359,1493794849,pv,9390,347564
198864,1493761983,pv,9390,347564
1008901,1493771562,pv,9390,347564
1122699,1493779525,pv,9390,347564
583463,1493740919,pv,9390,347564
434619,1493812980,pv,9390,347564
580283,1493741037,pv,9390,347564
1026154,1493756004,pv,9390,347564
1026154,1493756002,pv,9390,347564
1026154,1493755991,pv,9390,347564
797847,1493788224,cart,9390,347564
1124613,1493801864,pv,9390,347564
985189,1493809719,pv,9390,347564
442124,1493807431,pv,9390,347564
803022,1493816703,pv,9390,347564
1099015,1493775111,pv,9390,347564
1099015,1493774953,pv,9390,347564
1099015,1493774876,pv,9390,347564
500965,1493825867,pv,9390,347564
500965,1493825858,pv,9390,347564
500965,1493825811,pv,9390,347564
156808,1493811860,pv,9390,347564
441701,1493783872,pv,9390,347564
441701,1493781589,pv,9390,347564
441701,1493785687,pv,9390,347564
441701,1493794717,pv,9390,347564
441701,1493794666,pv,9390,347564
556783,1493775258,pv,9390,347564
436799,1493772126,pv,9390,347564
436799,1493771921,pv,9390,347564
436799,1493771887,pv,9390,347564
436799,1493770541,pv,9390,347564
436799,1493768318,pv,9390,347564
436799,1493768029,pv,9390,347564
436799,1493768017,pv,9390,347564
436799,1493767789,pv,9390,347564
287429,1493809193,pv,9390,347564
476887,1493801973,cart,9390,347564
812263,1493780923,pv,9390,347564
1094563,1493742978,pv,9390,347564
415181,1493821820,pv,9390,347564
75572,1493776914,pv,9390,347564
355991,1493781379,cart,9390,347564
738738,1493767442,pv,9390,347564
476887,1493802001,pv,9390,347564
797847,1493788168,pv,9390,347564
429546,1493826296,pv,9390,347564
669565,1493826468,pv,9390,347564
618038,1493749018,pv,9390,347564
618038,1493749052,pv,9390,347564
128766,1493765928,pv,9390,347564
250676,1493817018,pv,9390,347564
138544,1493762403,pv,9390,347564
138544,1493762648,pv,9390,347564
522212,1493785852,pv,9390,347564
1088642,1493788108,pv,9390,347564
355991,1493781414,pv,9390,347564
355991,1493781413,pv,9390,347564
355991,1493781382,pv,9390,347564
355991,1493781362,pv,9390,347564
355991,1493781249,pv,9390,347564
355991,1493781218,pv,9390,347564
355991,1493781150,pv,9390,347564
355991,1493781052,pv,9390,347564
1099015,1493774927,buy,9390,347564
435344,1493816017,pv,9390,347564
809080,1493782820,pv,9390,347564
809080,1493783681,pv,9390,347564
803616,1493795046,pv,5993,164428
128299,1493802089,pv,5993,164428
128299,1493802097,pv,5993,164428
552870,1493757507,pv,5993,164428
931329,1493773489,pv,5467,305438
967005,1493823837,pv,4377,139797
754923,1493782871,pv,4377,139797
123780,1493799596,pv,4377,139797
123780,1493799585,pv,4377,139797
123780,1493799592,pv,4377,139797
551028,1493805454,pv,4748,298910
379362,1493780996,pv,6417,102075
911936,1493820002,pv,1540,409882
497458,1493741207,pv,4721,123482
44764,1493792953,pv,6255,320069
44764,1493792927,pv,6255,320069
44764,1493792948,pv,6255,320069
1054299,1493778548,pv,6255,320069
906769,1493804117,pv,6255,320069
906769,1493804130,pv,6255,320069
906769,1493804136,pv,6255,320069
82708,1493746036,pv,5989,79719
247088,1493788624,pv,5989,79719
832306,1493816786,pv,5989,79719
10002,1493815947,pv,4775,60839
10002,1493765720,pv,4775,60839
10002,1493815903,pv,4775,60839
10002,1493765661,pv,4775,60839
10002,1493815259,pv,4775,60839
1127504,1493818780,pv,4775,60839
367201,1493798698,pv,4775,60839
367201,1493798696,pv,4775,60839
613718,1493805181,pv,4775,60839
440205,1493801810,pv,4775,60839
624518,1493819335,pv,4775,60839
319636,1493822684,pv,4775,60839
382788,1493787838,pv,6606,33021
752294,1493783841,cart,6606,33021
543872,1493795299,buy,6606,33021
525687,1493804025,pv,10098,266221
747610,1493815125,pv,9083,288500
229599,1493778672,cart,9083,288500
229599,1493778725,pv,9083,288500
229599,1493779450,pv,9083,288500
229599,1493778660,pv,9083,288500
229599,1493778692,pv,9083,288500
229599,1493778794,pv,9083,288500
748016,1493742707,pv,9083,288500
975035,1493827175,pv,201,32173
1049437,1493767206,pv,7646,105956
1049437,1493767253,pv,7646,105956
564114,1493789706,cart,5865,220469
564114,1493789687,pv,5865,220469
797151,1493815141,pv,1147,116064
797151,1493820613,pv,1147,116064
770392,1493744452,pv,4922,203992
904175,1493795760,pv,4847,114642
188055,1493826081,pv,912,116230
900860,1493815219,pv,6243,87120
900860,1493815226,pv,6243,87120
703423,1493824121,pv,6824,93517
703423,1493824131,pv,6824,93517
665708,1493809994,pv,7217,178170
200935,1493775935,pv,7217,178170
850590,1493741879,pv,6428,93403
751088,1493783242,pv,6428,93403
375884,1493820410,pv,6428,93403
79524,1493807760,pv,6428,93403
79524,1493807789,pv,6428,93403
79524,1493808166,pv,6428,93403
79524,1493808437,pv,6428,93403
765820,1493799642,pv,6428,93403
590300,1493787842,pv,6428,93403
244060,1493777225,pv,699,425293
244060,1493777353,pv,699,425293
244060,1493777261,fav,699,425293
192577,1493740798,pv,6177,349995
1112659,1493822525,pv,5381,10758
604555,1493764716,buy,11422,270147
677231,1493818863,pv,1101,166551
575857,1493822761,pv,5950,286735
439647,1493788237,pv,6780,58173
188370,1493772671,pv,6780,58173
188370,1493772673,pv,6780,58173
188370,1493772619,pv,6780,58173
188370,1493772693,pv,6780,58173
188370,1493772601,pv,6780,58173
193753,1493806679,pv,6780,58173
193753,1493806732,pv,6780,58173
193753,1493806747,pv,6780,58173
931008,1493820203,pv,6529,311673
582652,1493768799,pv,6529,311673
582652,1493769673,pv,6529,311673
582652,1493769669,pv,6529,311673
582652,1493769668,pv,6529,311673
582652,1493768948,pv,6529,311673
582652,1493768782,pv,6529,311673
105504,1493779183,pv,6529,311673
582652,1493769676,fav,6529,311673
219655,1493772525,pv,7599,266371
803796,1493741778,pv,12416,162898
803796,1493741709,pv,12416,162898
803796,1493741976,buy,12416,162898
823545,1493798887,pv,7817,205292
743572,1493800694,pv,1866,443626
724346,1493805348,pv,7759,353787
532334,1493793193,pv,6172,285098
323563,1493769855,pv,2777,26572
854880,1493802334,pv,10563,278972
854880,1493802372,pv,10563,278972
1135800,1493768293,pv,10563,278972
132367,1493777668,pv,6208,339454
132367,1493777578,pv,6208,339454
132367,1493777587,pv,6208,339454
588406,1493784682,pv,6208,339454
588406,1493784632,pv,6208,339454
760723,1493781205,pv,6208,339454
170008,1493740980,pv,6404,436210
789803,1493770418,pv,4866,332858
789803,1493765003,pv,4866,332858
1016753,1493802041,pv,4603,410197
689334,1493769927,pv,1652,211567
903180,1493784012,pv,8202,415640
986133,1493783954,pv,990,49571
730487,1493818993,pv,8475,40374
730487,1493818752,pv,8475,40374
1005503,1493765259,pv,8887,195240
49021,1493824723,pv,5158,102757
764720,1493788273,pv,7150,232930
591925,1493791600,pv,6409,99174
591925,1493791835,pv,6409,99174
591925,1493792888,pv,6409,99174
895687,1493817958,pv,6239,2601
895687,1493817935,pv,6239,2601
895687,1493817941,pv,6239,2601
305939,1493742704,pv,6239,2601
305939,1493742700,pv,6239,2601
305939,1493742698,pv,6239,2601
305939,1493742696,pv,6239,2601
747244,1493811947,pv,7509,270635
942194,1493817360,pv,7509,270635
226966,1493795964,buy,1846,184921
226966,1493795748,pv,1846,184921
226966,1493789638,pv,1846,184921
363959,1493800726,cart,5751,443329
363959,1493800740,pv,5751,443329
363959,1493800731,pv,5751,443329
363959,1493800739,pv,5751,443329
1130614,1493784206,pv,5751,443329
993573,1493812478,pv,1535,31005
149550,1493812921,pv,1535,31005
139216,1493775237,pv,6943,54414
972399,1493804531,pv,10329,281835
252545,1493803455,pv,9495,245207
287555,1493776143,pv,9495,245207
287555,1493776162,pv,9495,245207
627847,1493818458,pv,9495,245207
409500,1493812815,pv,9495,245207
1067813,1493826780,pv,9495,245207
1067813,1493826787,pv,9495,245207
1067813,1493826751,pv,9495,245207
1067813,1493826695,pv,9495,245207
1067813,1493826713,pv,9495,245207
1067813,1493826764,pv,9495,245207
1067813,1493826795,pv,9495,245207
1064103,1493789779,pv,9495,245207
618756,1493819066,pv,4700,319741
36344,1493822857,pv,7146,57386
919349,1493777830,pv,6430,102424
919349,1493777819,pv,6430,102424
239008,1493792904,pv,4650,86143
1017304,1493813099,pv,6162,229991
1017304,1493813072,pv,6162,229991
873693,1493747834,pv,7066,446902
293902,1493777698,pv,7211,363891
788119,1493819785,pv,2434,290216
889820,1493818518,cart,978,351102
889820,1493818510,pv,978,351102
178817,1493784845,pv,4322,313698
275804,1493776112,pv,4847,20590
275804,1493776233,pv,4847,20590
275804,1493776128,pv,4847,20590
656809,1493787543,pv,4847,20590
612545,1493789208,pv,12845,387458
1050811,1493787674,pv,7208,366105
1126715,1493821863,pv,7034,444812
254491,1493805605,pv,7034,444812
650171,1493768531,pv,201,333713
78607,1493782883,buy,7270,270827
207078,1493821215,pv,7270,270827
207078,1493821220,pv,7270,270827
78607,1493782584,pv,7270,270827
78607,1493782726,pv,7270,270827
78607,1493782749,pv,7270,270827
78607,1493782812,pv,7270,270827
78607,1493782534,pv,7270,270827
78607,1493782823,pv,7270,270827
78607,1493782546,pv,7270,270827
966313,1493752858,pv,4316,44244
966313,1493800520,pv,4316,44244
617691,1493805136,pv,5215,11477
790762,1493772629,pv,5215,11477
790762,1493772622,pv,5215,11477
241111,1493792753,pv,4863,282711
59564,1493779760,pv,9713,217811
59564,1493779788,pv,9713,217811
59564,1493779819,pv,9713,217811
210366,1493808911,pv,7937,334189
210366,1493808905,pv,7937,334189
210366,1493808910,pv,7937,334189
649970,1493773841,pv,6250,42862
649970,1493773812,pv,6250,42862
649970,1493774019,pv,6250,42862
649970,1493773891,pv,6250,42862
980899,1493784257,pv,6250,42862
980899,1493783505,pv,6250,42862
980899,1493783899,pv,6250,42862
980899,1493783861,pv,6250,42862
980899,1493783915,pv,6250,42862
980899,1493783917,pv,6250,42862
980899,1493783896,pv,6250,42862
980899,1493783914,pv,6250,42862
980899,1493784462,pv,6250,42862
980899,1493783348,pv,6250,42862
432348,1493794655,pv,6250,42862
944080,1493815371,pv,6250,42862
1076715,1493803414,pv,806,282963
1076715,1493803399,pv,806,282963
1076715,1493802326,pv,806,282963
1076715,1493802336,pv,806,282963
1076715,1493802374,pv,806,282963
1076715,1493802810,pv,806,282963
1076715,1493802813,pv,806,282963
1076715,1493802819,pv,806,282963
1076715,1493802862,pv,806,282963
1076715,1493803060,pv,806,282963
1076715,1493803137,pv,806,282963
1076715,1493803178,pv,806,282963
598017,1493809525,pv,7357,135352
230906,1493765547,buy,4263,388700
478116,1493764032,buy,4263,388700
454821,1493742702,buy,4263,388700
730884,1493744691,buy,4263,388700
242925,1493819645,pv,4263,388700
658076,1493762682,buy,4263,388700
1105198,1493766908,buy,4263,388700
1105198,1493766946,buy,4263,388700
1031798,1493764687,buy,4263,388700
1031798,1493764678,buy,4263,388700
1031798,1493764626,buy,4263,388700
1024116,1493767050,buy,4263,388700
375429,1493821057,buy,4263,388700
872106,1493766146,buy,4263,388700
903513,1493814488,buy,4263,388700
862985,1493779678,buy,4263,388700
299724,1493744846,buy,4263,388700
883922,1493822655,buy,4263,388700
1117953,1493765976,buy,4263,388700
843000,1493784091,buy,4263,388700
285518,1493811362,buy,4263,388700
409916,1493781030,buy,4263,388700
20290,1493761879,buy,4263,388700
683229,1493820283,buy,4263,388700
471028,1493819487,buy,4263,388700
488360,1493764098,buy,4263,388700
157263,1493763706,buy,4263,388700
157263,1493763655,buy,4263,388700
909979,1493766369,buy,4263,388700
171086,1493750334,buy,4263,388700
242925,1493818382,buy,4263,388700
565780,1493765163,buy,4263,388700
782178,1493770291,buy,4263,388700
1105072,1493779555,buy,4263,388700
1038420,1493769360,pv,8057,137885
296184,1493804020,pv,8057,137885
695779,1493818661,pv,8149,455842
695779,1493818659,pv,8149,455842
695779,1493818656,pv,8149,455842
695779,1493818651,pv,8149,455842
695779,1493818642,pv,8149,455842
695779,1493818633,pv,8149,455842
695779,1493818668,pv,8149,455842
695779,1493818674,pv,8149,455842
695779,1493818676,pv,8149,455842
695779,1493818620,pv,8149,455842
695779,1493818618,pv,8149,455842
695779,1493818605,pv,8149,455842
695779,1493818715,pv,8149,455842
1106582,1493824211,pv,8149,455842
1106582,1493824199,pv,8149,455842
559901,1493790580,pv,8149,455842
559901,1493790567,pv,8149,455842
559901,1493790542,pv,8149,455842
559901,1493790535,pv,8149,455842
559901,1493790504,pv,8149,455842
549518,1493780667,pv,8149,455842
549518,1493780671,pv,8149,455842
549518,1493780654,pv,8149,455842
549518,1493780651,pv,8149,455842
549518,1493780649,pv,8149,455842
549518,1493780596,pv,8149,455842
549518,1493780599,pv,8149,455842
549518,1493780603,pv,8149,455842
549518,1493780610,pv,8149,455842
549518,1493780611,pv,8149,455842
549518,1493780614,pv,8149,455842
549518,1493780616,pv,8149,455842
549518,1493780620,pv,8149,455842
549518,1493780624,pv,8149,455842
549518,1493780656,pv,8149,455842
549518,1493780663,pv,8149,455842
549518,1493780665,pv,8149,455842
549518,1493780661,pv,8149,455842
549518,1493780669,pv,8149,455842
937316,1493774361,pv,8149,455842
652155,1493783871,pv,8149,455842
652155,1493783876,pv,8149,455842
652155,1493783862,pv,8149,455842
652155,1493783882,pv,8149,455842
652155,1493783899,pv,8149,455842
652155,1493783920,pv,8149,455842
652155,1493783925,pv,8149,455842
652155,1493783570,pv,8149,455842
652155,1493783929,pv,8149,455842
652155,1493784005,pv,8149,455842
652155,1493784025,pv,8149,455842
652155,1493784026,pv,8149,455842
652155,1493784033,pv,8149,455842
652155,1493784039,pv,8149,455842
652155,1493784045,pv,8149,455842
652155,1493784050,pv,8149,455842
652155,1493784051,pv,8149,455842
652155,1493784305,pv,8149,455842
652155,1493784394,pv,8149,455842
652155,1493784395,pv,8149,455842
652155,1493783526,pv,8149,455842
652155,1493783530,pv,8149,455842
652155,1493783558,pv,8149,455842
652155,1493783853,pv,8149,455842
652155,1493783852,pv,8149,455842
652155,1493783825,pv,8149,455842
652155,1493783816,pv,8149,455842
652155,1493783808,pv,8149,455842
652155,1493783807,pv,8149,455842
652155,1493783781,pv,8149,455842
652155,1493783777,pv,8149,455842
652155,1493783750,pv,8149,455842
652155,1493783607,pv,8149,455842
652155,1493783600,pv,8149,455842
652155,1493783597,pv,8149,455842
463346,1493770537,pv,8149,455842
34826,1493800873,pv,8149,455842
549518,1493780657,cart,8149,455842
685494,1493816906,pv,5154,278902
57881,1493823095,pv,6364,425589
901505,1493820980,pv,6426,142146
765287,1493776650,pv,7146,380142
765287,1493776646,pv,7146,380142
469402,1493764726,pv,201,264019
744668,1493778412,pv,201,264019
744668,1493798455,pv,201,264019
744668,1493791667,pv,201,264019
744668,1493778256,pv,201,264019
744668,1493791716,pv,201,264019
